Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_6_TEXT,Q7,Q7_14_TEXT,Q8_4,Q9,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_2,Q28,Q29,Q30_4,Q31,Q32_4,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35,Q36,Q37,Q38,Q39,Q39_44_TEXT,Q40,Q41,Q41_19_TEXT,Q42,Q43,Q44,Q45,Q46,Q46_101_TEXT,Finished
Yes,Yes,Equity,No,,,"Formulaic, based on firm performance",,"401K,Medical,Dental,Life insurance",,0,No,Time and a half,,8,No,,Yes,Yes,Yes,Yes,1225,1400,Increase,Stay the same,850,825000,No,750000,6,,Very dissatisfied,No,,Much less,25,Very dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Very dissatisfied,Extremely important,Highly important,Not important,Highly important,Not important,No,1126,450,8,Other (Please specify),Antitrust,United States,Washington D.C.,,20001,Male,52,White,American University (Washington),,1
Yes,Yes,Nonequity,Yes,"Bonus,Stock",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,Yes,Yes,No,510,1300,Stay the same,Stay the same,250,260000,No,210000,,0,Neither satisfied or dissatisfied,Yes,25,Somewhat less,,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Yes,200,70,20,Other (Please specify),Nonprofit Corporations,United States,Philadelphia,,8033,Female,60,White,Villanova University,,1
Yes,Yes,Equity,No,Other,"Monthly draws based on income per point for the month (which is derived by taking all profits for the month divided by the number of points in the system), multiplied by the points each individual equity partner has been allocated as part of the existing two-year compensation cycle ","Formulaic, based on individual performance",,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,No,Time and a half,,10,Yes,3000000,No,No,Yes,No,900,1800,Increase,Stay the same,900,2500000,Yes,0,9,,Very satisfied,No,,Much more,20,Very satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Highly important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,1200,500,15,International Arbitration,,United States,Houston,,77002,Male,52,White,University of Houston,,1
Yes,Yes,Nonequity,No,,,Entirely discretionary,,"401K,Cash balance pension plan,SERP (Supplemental Executive Retirement Plan),Short-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,No,No,Yes,Yes,940,1900,Increase,Decrease,500,536000,Yes,300000,8,,Somewhat satisfied,Yes,25,Somewhat less,,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Highly important,Highly important,Not important,Highly important,Somewhat important,Yes,900,350,6,Intellectual Property,,United States,Chicago,,60601,Male,41,White,University of Notre Dame,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Life insurance,Gym/health club membership",,0,No,Organization doesn't compensate for overtime,,8,Yes,250000,Yes,Yes,Yes,Yes,725,1600,Decrease,Decrease,2250,600000,No,0,,0,Somewhat dissatisfied,Yes,20,Much less,25,Mostly dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly dissatisfied,Highly important,Highly important,Highly important,Extremely important,Highly important,No,200,60,1,Trials,,United States,Seattle,,98101,Undisclosed,60,Prefer not to identify,Other,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,4,No,Time and a half,,9,Yes,330000,No,No,Yes,No,555,1740,Stay the same,Increase,1183,320000,Yes,19000,,40,Very dissatisfied,No,,Somewhat less,,Mostly dissatisfied,Mostly dissatisfied,Very dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,No,145,76,3,Cybersecurity & Privacy,,United States,Other (Please specify),Raleigh,27601,Male,57,Asian,Case Western Reserve University,,1
Yes,Yes,Equity,No,,,"Discretionary, based on firm performance",,"401K,Medical,Dental,Long-term disability,Life insurance",,0,No,Time and a half,,8,No,,No,No,Yes,Yes,750,2100,Decrease,Decrease,300,1200000,Yes,1200000,7.5,,Very satisfied,Yes,5,About the same,29,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Highly important,Highly important,Not important,Somewhat important,Somewhat important,Yes,900,200,8,Employment,,United States,Boston,,2210,Male,44,White,Georgetown University,,1
Yes,Yes,Nonequity,Yes,Bonus,,"Formulaic, based on individual performance",,"Profit sharing plan,Medical,Dental,Long-term disability,Life insurance",,,No,Organization doesn't compensate for overtime,,8,Yes,500000,Yes,Yes,Yes,Yes,690,1350,Stay the same,Stay the same,200,350000,Yes,250000,,99,Somewhat satisfied,Yes,15,Somewhat more,,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Yes,1200,300,15,Other (Please specify),Land Use & Zoning,United States,Miami,,33131,Female,57,Hispanic,Columbia University,,1
Yes,No,,Yes,Bonus,,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,8,No,,Yes,,Yes,No,470,1600,Increase,Increase,250,190000,No,180000,,15,Somewhat dissatisfied,No,,Somewhat less,,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Somewhat important,Extremely important,Not important,Highly important,Somewhat important,Yes,180,60,5,Bankruptcy,,United States,Other (Please specify),Richmond,23219,Female,40,White,University of Richmond,,1
Yes,Yes,Equity,Yes,,,Other,no bonuses for equity partners,"401K,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Long-term disability,Life insurance,Gym/health club membership",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,Yes,Yes,No,1150,1800,Stay the same,Stay the same,500,680000,No,680000,,-10,Very dissatisfied,Yes,15,Much less,4,Very dissatisfied,Mostly dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very dissatisfied,Very satisfied,Very dissatisfied,Not important,Somewhat important,Somewhat important,Highly important,Somewhat important,No,700,330,6,Trials,,United States,Washington D.C.,,20004,Male,55,White,University of Chicago,,1
Yes,Yes,Equity,Yes,"Bonus,Other",Point-based compensation,Other,Also based on individual performance,"401K,Cash balance pension plan,Medical,Dental,Long-term disability,Life insurance",,0,No,Other,Don't know,9,No,,Yes,Yes,Yes,Yes,1075,1862,Decrease,Stay the same,600,1516000,Yes,0,,15,Very satisfied,No,,Somewhat more,0,Very satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Somewhat important,Highly important,Somewhat important,Somewhat important,Somewhat important,Yes,950,420,28,Employment,,United States,Los Angeles,,90071,Female,65,White,Vanderbilt University,,1
Yes,Yes,Nonequity,No,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Other,,8,No,,Yes,No,Yes,No,1050,1900,Stay the same,Stay the same,600,750000,Yes,500000,12,,Neither satisfied or dissatisfied,Yes,8,Somewhat less,,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Extremely important,Somewhat important,Somewhat important,Highly important,Somewhat important,Yes,2500,750,7,Technology,,United States,Washington D.C.,,0,Undisclosed,45,Prefer not to identify,University of Pennsylvania (Carey),,1
Yes,No,,Yes,Bonus,,Entirely discretionary,,401K,,0,No,Organization doesn't compensate for overtime,,10,Yes,550000,No,,Yes,No,1300,2200,Increase,Increase,350,2400000,Yes,2400000,,25,Somewhat satisfied,No,,About the same,,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Extremely important,Not important,Not important,Not important,Yes,1900,350,2,Tax,,United States,New York,,10119,Male,50,White,Georgetown University,,1
Yes,Yes,Equity,Yes,,,Entirely discretionary,,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,9,Yes,"2,700,000 equity",No,No,Yes,No,1230,1950,Increase,Stay the same,450,2100000,Yes,0,,30,Very satisfied,No,,Somewhat more,20,Mostly satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Mostly dissatisfied,Mostly satisfied,Very satisfied,Highly important,Extremely important,Somewhat important,Somewhat important,Highly important,Yes,1300,600,22,Health Care,,United States,Washington D.C.,,20006,Male,59,White,Georgetown University,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3,No,Comp time,,8,Yes,"400,000",No,No,Yes,Yes,650,1600,Stay the same,Decrease,600,600000,No,"600,000",7,,Very satisfied,Yes,25,About the same,5,Very satisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Extremely important,Extremely important,Highly important,Highly important,Somewhat important,Yes,260,108,34,General Litigation,,United States,Denver,,80202,Male,65,White,New York University,,1
Yes,Yes,Equity,No,,,No plan,,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,9,Yes,4200000,Yes,No,Yes,No,1695,2600,Increase,Increase,200,6200000,Yes,6200000,8,,Very satisfied,No,,Much more,6,Mostly satisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Extremely important,Somewhat important,Not important,Highly important,Not important,Yes,850,160,14,Bankruptcy,,United States,Washington D.C.,,20006,Male,46,White,University of Denver (Sturm),,1
Yes,No,,No,Bonus,,Entirely discretionary,,"401K,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,Yes,900,Yes,,No,No,1325,1322,Increase,Decrease,443,1400000,No,1.4M,5,,Very satisfied,No,,About the same,,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,800,325,15,Banking,,United States,New York,,10019,Female,67,White,New York University,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation",,"Discretionary, based on firm performance",,"401K,Defined benefit pension plan,Medical,Dental,Long-term disability,Life insurance",,0,No,Time and a half,,11,Yes,"700,000",No,No,Yes,No,850,1800,Stay the same,Stay the same,250,1200000,Yes,"1,000,000",7,,Very satisfied,No,,Somewhat more,57.5,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Extremely important,Not important,Not important,Not important,Not important,Yes,2000,600,20,Intellectual Property,,United States,Los Angeles,,92614,Male,60,White,Other,,1
Yes,Yes,Nonequity,Yes,Bonus,,"Formulaic, based on individual performance",,"401K,Defined benefit pension plan,Medical,Dental,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,Yes,Yes,Yes,625,1800,Decrease,Decrease,400,375000,Yes,0,,10,Somewhat satisfied,Yes,20,About the same,,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Highly important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,700,300,12,Employment,,United States,Miami,,33442,Male,48,White,University of Cincinnati,,1
Yes,Yes,Equity,No,Stock,,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Time and a half,,7,No,,Yes,Yes,Yes,Yes,1395,1700,Increase,Decrease,700,3200000,Yes,0,5,,Very satisfied,No,,Much more,25,Very satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Highly important,Extremely important,Highly important,Highly important,Yes,1250,600,25,Health Care,,United States,Los Angeles,,90067,Male,60,White,University of Southern California (Could),,1
Yes,Yes,Equity,Yes,,,Other,None,"401K,Defined benefit pension plan,Cash balance pension plan,Medical,Short-term disability,Long-term disability,Life insurance",,0,No,Other,I don't know,8,Yes,$1.5M,Yes,Yes,Yes,No,1470,900,Stay the same,Stay the same,1100,5500000,Yes,5.5M,,0,Very satisfied,No,,Much more,20,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Highly important,Highly important,Not important,Highly important,Not important,Yes,1200,260,21,Health Care,,United States,Boston,,2116,Male,70,White,Boston College,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Cash balance pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,0,No,Organization doesn't compensate for overtime,,8,Yes,3400000,No,Yes,Yes,No,1295,2450,Increase,Stay the same,400,2400000,Yes,2400000,8,,Very satisfied,No,,Much more,2,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Very satisfied,Highly important,Somewhat important,Not important,Somewhat important,Somewhat important,Yes,1400,385,4,Mergers & Acquisitions,,United States,New York,,10166,Female,36,Asian,University of Michigan--Ann Arbor,,1
Yes,Yes,Equity,Yes,Bonus,,Entirely discretionary,,"401K,Profit sharing plan,Defined benefit pension plan,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Other,only for staff,10,Yes,?,Yes,No,Yes,No,600,1200,Decrease,Increase,300,315000,No,0,,0,Very dissatisfied,Yes,45,Much less,30,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Highly important,Somewhat important,Not important,Not important,Not important,Yes,500,200,20,Other (Please specify),Real Estate Finance,United States,Other (Please specify),Pittsburgh,15219,Female,57,White,University of Pittsburgh,,1
Yes,Yes,Equity,No,Bonus,,Entirely discretionary,,"401K,Cash balance pension plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance,Other","Transit subsidy, FSA, Vision",0,No,Other,"Overtime only for non-exempt staff, not attorneys",7,Yes,"$400,000 ",No,No,Yes,No,600,1140,Decrease,Decrease,1220,551939,No,467500,9,,Very satisfied,Yes,20,Somewhat less,23,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Extremely important,Somewhat important,Highly important,Extremely important,Somewhat important,Yes,350,210,14,Intellectual Property,,United States,Other (Please specify),"Portland, OR",97205,Male,52,White,Other,,1
